company_id,range_from,range_to,payment_method_id,bin_length,facility_payments_allowed,bin_id,create_timestamp,update_timestamp,config_version,enabled,priority
1,4737230000000000,4737239999999999,32,6,S,22186,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4737240000000000,4737249999999999,32,6,S,22187,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4737250000000000,4737259999999999,32,6,S,22188,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4737190000000000,4737199999999999,32,6,S,22366,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4540750000000000,4540759999999999,7,6,S,22378,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4540740000000000,4540749999999999,7,6,S,22379,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4540730000000000,4540739999999999,7,6,S,22380,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4297510000000000,4297529999999999,32,6,S,22381,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4152920000000000,4152929999999999,7,6,S,22382,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4865380000000000,4865389999999999,7,6,S,22383,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4866090000000000,4866099999999999,7,6,S,22384,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4116120000000000,4116149999999999,7,6,S,22388,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,377795000000000,377797999999999,43,6,S,22389,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4517690000000000,4517699999999999,32,6,S,22392,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4236230000000000,4236239999999999,32,6,S,22393,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4546400000000000,4546409999999999,7,6,S,22394,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4546410000000000,4546419999999999,7,6,S,22395,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4546420000000000,4546429999999999,7,6,S,22396,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4042050000000000,4042059999999999,7,6,S,22397,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4338300000000000,4338309999999999,7,6,S,22398,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4937020000000000,4937029999999999,7,6,S,22399,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4320300000000000,4320309999999999,7,6,S,22400,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4114360000000000,4114369999999999,7,6,S,22401,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,340000000000000,349999999999999,10,2,S,22403,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4484590000000000,4484599999999999,7,6,S,22411,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4629820000000000,4629829999999999,7,6,S,22412,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4487290000000000,4487309999999999,7,6,S,22413,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4508430000000000,4508449999999999,7,6,S,22414,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4509720000000000,4509729999999999,7,6,S,22415,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4509970000000000,4509979999999999,7,6,S,22416,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4555990000000000,4555999999999999,7,6,S,22417,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4570730000000000,4570759999999999,7,6,S,22418,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4919560000000000,4919569999999999,7,6,S,22419,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4934380000000000,4934389999999999,7,6,S,22420,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001020000000000,4001029999999999,32,6,S,22421,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001150000000000,4001159999999999,32,6,S,22422,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001210000000000,4001219999999999,32,6,S,22423,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001310000000000,4001319999999999,32,6,S,22424,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001360000000000,4001369999999999,32,6,S,22425,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001620000000000,4001629999999999,32,6,S,22426,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001630000000000,4001639999999999,32,6,S,22427,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001680000000000,4001689999999999,32,6,S,22428,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001700000000000,4001709999999999,32,6,S,22429,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001740000000000,4001749999999999,32,6,S,22430,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001760000000000,4001769999999999,32,6,S,22431,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001780000000000,4001789999999999,32,6,S,22432,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001820000000000,4001829999999999,32,6,S,22433,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001840000000000,4001849999999999,32,6,S,22434,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001850000000000,4001859999999999,32,6,S,22435,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001870000000000,4001879999999999,32,6,S,22436,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001910000000000,4001919999999999,32,6,S,22437,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4001990000000000,4001999999999999,32,6,S,22438,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4002080000000000,4002089999999999,32,6,S,22439,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4002730000000000,4002739999999999,32,6,S,22440,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4002820000000000,4002829999999999,32,6,S,22441,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4002880000000000,4002889999999999,32,6,S,22442,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003160000000000,4003169999999999,32,6,S,22443,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003180000000000,4003189999999999,32,6,S,22444,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003200000000000,4003209999999999,32,6,S,22445,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003210000000000,4003219999999999,32,6,S,22446,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003220000000000,4003229999999999,32,6,S,22447,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003230000000000,4003239999999999,32,6,S,22448,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003250000000000,4003259999999999,32,6,S,22449,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003260000000000,4003269999999999,32,6,S,22450,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003270000000000,4003279999999999,32,6,S,22451,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003280000000000,4003289999999999,32,6,S,22452,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003300000000000,4003309999999999,32,6,S,22453,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003310000000000,4003319999999999,32,6,S,22454,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003320000000000,4003329999999999,32,6,S,22455,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003330000000000,4003339999999999,32,6,S,22456,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003340000000000,4003349999999999,32,6,S,22457,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4003350000000000,4003359999999999,32,6,S,22458,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4006150000000000,4006159999999999,32,6,S,22459,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4006290000000000,4006299999999999,32,6,S,22460,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4008190000000000,4008199999999999,32,6,S,22461,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
1,4008200000000000,4008209999999999,32,6,S,22462,"2019-09-11 09:00:00","2019-09-11 09:00:00",0,1,1
